"","player_id","year","bp","bp_converted"
"2025",103063,"2001",2,0
"2026",103063,"2007",11,4
"2027",103063,"2004",33,14
"2028",103066,"2001",NA,NA
"2029",103066,"2004",NA,NA
"2030",103066,"2005",NA,NA
"2031",103066,"1999",NA,NA
"2032",103066,"2003",NA,NA
"2033",103066,"1997",NA,NA
"2034",103066,"2000",NA,NA
"2035",103066,"2002",NA,NA
"2036",103066,"2008",NA,NA
"2038",103066,"1998",0,0
"2039",103066,"1998",9,3
"2042",103077,"2001",NA,NA
"2043",103077,"2002",NA,NA
"2044",103077,"2005",NA,NA
"2045",103077,"2003",1,1
"2046",103077,"1997",NA,NA
"2047",103077,"2008",NA,NA
"2048",103077,"2006",NA,NA
"2050",103077,"1999",NA,NA
"2051",103077,"2011",NA,NA
"2052",103077,"2000",NA,NA
"2055",103077,"2006",1,1
"2056",103080,"2008",NA,NA
"2057",103080,"2006",NA,NA
"2058",103080,"2002",5,0
"2061",103084,"2002",153,49
"2063",103084,"2009",61,24
"2064",103084,"2001",156,44
"2066",103084,"2002",NA,NA
"2067",103084,"1997",26,7
"2068",103084,"2001",524,230
"2072",103084,"2000",NA,NA
"2073",103084,"1999",NA,NA
"2075",103084,"2005",66,22
"2076",103084,"2007",101,36
"2077",103084,"2003",35,7
"2078",103084,"2004",NA,NA
"2079",103084,"2007",NA,NA
"2080",103084,"2008",NA,NA
"2081",103084,"2003",23,11
"2082",103096,"1997",NA,NA
"2083",103096,"2003",294,129
"2084",103096,"2009",137,62
"2085",103096,"1997",49,13
"2086",103096,"2012",19,9
"2087",103096,"2011",NA,NA
"2089",103096,"2008",110,34
"2091",103096,"1998",108,40
"2094",103096,"2003",NA,NA
"2095",103096,"2005",NA,NA
"2097",103096,"2008",NA,NA
"2100",103096,"1999",150,54
"2101",103096,"2000",NA,NA
"2102",103096,"1999",211,95
"2104",103096,"2011",55,24
"2106",103096,"2010",NA,NA
"2107",103096,"2010",110,38
"2108",103096,"2007",NA,NA
"2109",103096,"2001",NA,NA
"2112",103103,"1997",120,33
"2113",103103,"2001",NA,NA
"2115",103103,"2005",NA,NA
"2116",103103,"1996",14,6
"2117",103103,"2002",NA,NA
"2121",103103,"1998",NA,NA
"2122",103103,"1996",NA,NA
"2124",103103,"2010",4,1
"2127",103103,"2003",NA,NA
"2129",103104,"2004",NA,NA
"2130",103104,"2006",11,3
"2134",103104,"2003",4,0
"2135",103104,"2007",3,3
"2138",103104,"2009",0,0
"2147",103105,"2001",7,4
"2148",103105,"2013",25,8
"2149",103105,"2006",227,112
"2150",103105,"2005",48,20
"2151",103105,"2003",64,22
"2155",103105,"2008",37,13
"2158",103105,"2010",16,5
"2164",103109,"2008",NA,NA
"2168",103110,"1998",27,11
"2174",103110,"1998",7,0
"2177",103110,"2011",NA,NA
"2187",103114,"1999",8,4
"2190",103114,"1998",15,6
"2196",103133,"2004",70,41
"2197",103133,"2003",86,39
"2198",103133,"2001",14,5
"2201",103133,"1998",20,7
"2214",103151,"2003",NA,NA
"2216",103151,"2004",NA,NA
"2218",103151,"2001",NA,NA
"2223",103151,"1998",63,31
"2225",103151,"2006",46,14
"2235",103153,"2004",NA,NA
"2249",103157,"2000",22,12
"2253",103157,"2002",NA,NA
"2254",103157,"1999",16,5
"2256",103157,"2001",21,3
"2260",103163,"2011",53,26
"2261",103163,"1997",90,30
"2263",103163,"2007",NA,NA
"2264",103163,"2015",38,9
"2265",103163,"1997",197,94
"2272",103163,"1998",132,36
"2282",103163,"2000",NA,NA
"2283",103163,"1999",NA,NA
"2284",103163,"1996",15,12
"2285",103163,"2014",42,12
"2286",103163,"2004",NA,NA
"2292",103165,"2002",11,5
"2294",103165,"2005",8,3
"2295",103166,"1999",NA,NA
"2296",103166,"2005",NA,NA
"2299",103166,"2001",114,49
"2300",103166,"2003",NA,NA
"2301",103166,"1997",NA,NA
"2302",103166,"2002",NA,NA
"2303",103166,"2000",NA,NA
"2305",103166,"2001",NA,NA
"2308",103166,"1998",NA,NA
"2309",103166,"2007",NA,NA
"2310",103166,"2006",NA,NA
"2313",103169,"2006",30,6
"2319",103169,"2004",66,27
"2325",103169,"2009",122,41
"2327",103171,"2001",NA,NA
"2329",103171,"1998",38,6
"2330",103171,"2009",23,11
"2331",103171,"2007",NA,NA
"2332",103171,"1998",7,4
"2333",103171,"2000",29,10
"2334",103171,"2004",127,54
"2336",103171,"2003",NA,NA
"2339",103171,"2005",NA,NA
"2340",103171,"2006",75,37
"2348",103174,"2010",4,2
"2355",103174,"2007",NA,NA
"2357",103174,"2001",NA,NA
"2358",103174,"2006",NA,NA
"2359",103175,"2005",15,5
"2361",103175,"2007",5,2
"2362",103175,"2006",NA,NA
"2363",103175,"2007",0,0
"2364",103176,"1998",6,3
"2365",103176,"1997",5,2
"2367",103176,"2005",68,31
"2368",103176,"2001",119,63
"2369",103176,"2004",151,55
"2370",103176,"2003",226,115
"2371",103176,"2004",NA,NA
"2372",103176,"2005",98,44
"2373",103176,"2003",NA,NA
"2374",103176,"2002",148,60
"2375",103176,"2000",30,17
"2376",103176,"2000",38,12
"2377",103176,"2002",NA,NA
"2378",103176,"1999",11,3
"2379",103181,"1995",11,8
"2380",103181,"2003",39,18
"2381",103181,"2006",86,34
"2382",103181,"2005",64,25
"2383",103181,"2005",91,26
"2384",103181,"2002",6,4
"2385",103181,"2008",70,31
"2386",103181,"2009",3,1
"2387",103181,"2007",56,27
"2388",103181,"2001",137,49
"2389",103181,"2004",46,15
"2392",103181,"2002",18,9
"2393",103181,"2003",30,11
"2394",103181,"2000",NA,NA
"2395",103181,"2007",57,20
"2396",103181,"2001",96,44
"2397",103181,"2004",38,14
"2398",103181,"1995",4,2
"2399",103182,"1998",26,6
"2400",103182,"1995",5,1
"2401",103182,"2000",NA,NA
"2402",103182,"2001",NA,NA
"2403",103182,"1999",NA,NA
"2404",103182,"2001",91,30
"2405",103182,"1999",100,32
"2406",103182,"2002",NA,NA
"2407",103182,"1997",16,12
"2408",103182,"1994",3,0
"2409",103182,"1996",12,5
"2410",103182,"2003",18,11
"2411",103182,"2005",10,4
"2412",103182,"2003",26,7
"2413",103182,"1996",NA,NA
"2414",103182,"1998",NA,NA
"2415",103184,"2001",NA,NA
"2416",103184,"2002",9,5
"2418",103184,"1999",16,9
"2421",103184,"2002",21,5
"2422",103184,"1997",3,0
"2423",103184,"2008",NA,NA
"2424",103184,"2000",27,6
"2425",103184,"2009",NA,NA
"2426",103184,"2006",6,2
"2427",103184,"2004",3,1
"2428",103184,"2003",20,9
"2429",103184,"2003",2,1
"2430",103184,"1998",20,7
"2431",103184,"2007",NA,NA
"2432",103184,"1999",18,7
"2433",103184,"1998",28,13
"2434",103185,"2000",10,4
"2436",103185,"1997",4,2
"2437",103185,"2002",12,3
"2438",103185,"2008",NA,NA
"2440",103185,"2002",8,2
"2442",103185,"2001",7,4
"2446",103188,"2015",17,4
"2449",103188,"2013",52,30
"2450",103188,"2001",75,38
"2451",103188,"2007",82,40
"2452",103188,"2006",18,7
"2454",103188,"2012",88,46
"2455",103188,"2000",4,4
"2456",103188,"2002",64,28
"2457",103188,"2013",87,23
"2458",103188,"2002",77,25
"2461",103188,"2010",117,41
"2465",103188,"2011",59,26
"2471",103193,"2000",37,9
"2472",103193,"1997",1,0
"2473",103193,"1996",8,4
"2474",103193,"2000",NA,NA
"2475",103193,"1998",6,3
"2477",103193,"2005",NA,NA
"2500",103201,"2006",NA,NA
"2504",103204,"2006",4,2
"2513",103204,"2007",18,9
"2524",103206,"2004",NA,NA
"2529",103206,"2008",94,26
"2534",103206,"2005",NA,NA
"2537",103206,"1998",119,42
"2569",103229,"2007",NA,NA
"2573",103230,"2004",4,2
"2574",103230,"2005",2,1
"2575",103230,"2003",6,1
"2577",103238,"2007",7,2
"2578",103238,"2004",9,2
"2579",103238,"2008",9,1
"2580",103238,"2008",6,0
"2584",103240,"2001",10,4
"2585",103240,"1999",4,1
"2586",103240,"2009",62,24
"2587",103240,"1996",3,0
"2588",103240,"2005",133,36
"2594",103240,"2002",10,5
"2595",103240,"2007",32,15
"2597",103240,"2002",14,7
"2600",103240,"2004",17,6
"2602",103240,"2000",29,7
"2603",103240,"2004",13,4
"2604",103248,"2004",37,16
"2606",103248,"2008",NA,NA
"2608",103248,"2010",NA,NA
"2609",103248,"2002",NA,NA
"2610",103248,"2001",115,37
"2611",103248,"2000",100,33
"2612",103248,"2004",NA,NA
"2617",103248,"2003",NA,NA
"2621",103248,"2000",NA,NA
"2625",103250,"2003",0,0
"2628",103250,"2002",10,5
"2630",103252,"2010",12,4
"2633",103252,"2000",NA,NA
"2636",103252,"2006",193,84
"2637",103252,"1999",126,42
"2638",103252,"1997",NA,NA
"2639",103252,"1998",26,11
"2640",103252,"2003",163,82
"2641",103252,"2004",133,43
"2642",103252,"2010",35,20
"2643",103252,"1997",85,47
"2644",103252,"2004",205,97
"2645",103252,"2009",89,32
"2646",103252,"2008",31,8
"2647",103252,"2001",303,150
"2648",103252,"2005",214,96
"2650",103252,"1996",7,3
"2651",103252,"1998",7,5
"2652",103252,"2003",NA,NA
"2653",103252,"1996",19,8
"2654",103252,"2007",46,21
"2655",103252,"2006",96,38
"2660",103254,"2003",15,3
"2662",103254,"2001",NA,NA
"2663",103254,"2008",NA,NA
"2664",103254,"2007",4,2
"2665",103254,"2002",13,5
"2666",103254,"2005",3,0
"2667",103254,"2001",12,7
"2668",103264,"2002",21,10
"2669",103264,"2004",0,0
"2671",103264,"2003",44,5
"2672",103264,"2001",NA,NA
"2673",103264,"2005",NA,NA
"2674",103264,"1998",57,17
"2677",103264,"2000",100,21
"2679",103264,"2002",25,8
"2680",103264,"1998",162,82
"2681",103264,"2000",NA,NA
"2683",103280,"1998",1,0
"2684",103280,"2004",NA,NA
"2687",103280,"2008",14,5
"2689",103280,"2001",8,3
"2690",103280,"1998",7,3
"2691",103280,"2002",NA,NA
"2693",103285,"2016",93,43
"2694",103285,"2001",6,5
"2697",103285,"2017",26,11
"2698",103285,"2007",NA,NA
"2699",103285,"2002",108,55
"2700",103285,"2013",NA,NA
"2702",103285,"2001",6,1
"2703",103285,"2004",NA,NA
"2705",103285,"1999",17,9
"2708",103285,"2005",116,33
"2710",103285,"2008",NA,NA
"2714",103285,"2011",139,31
"2722",103286,"2005",NA,NA
"2723",103286,"2004",NA,NA
"2731",103292,"2005",NA,NA
"2736",103292,"2004",187,65
"2738",103292,"2001",196,54
"2739",103292,"2004",379,184
"2740",103292,"2007",NA,NA
"2742",103292,"1999",98,40
"2743",103292,"2000",253,126
"2744",103292,"2000",NA,NA
"2747",103292,"2010",6,1
"2748",103292,"2008",5,2
"2749",103292,"2005",164,49
"2751",103294,"1999",NA,NA
"2755",103294,"1999",13,5
"2756",103294,"2008",43,15
"2758",103294,"2002",112,48
"2759",103294,"2002",121,45
"2760",103294,"2004",NA,NA
"2761",103294,"2010",NA,NA
"2762",103294,"2005",NA,NA
"2763",103294,"2006",149,61
"2767",103294,"2004",105,33
"2774",103296,"2001",6,3
"2776",103296,"1998",NA,NA
"2786",103305,"2005",9,4
"2787",103305,"2001",51,19
"2788",103305,"2005",3,2
"2789",103305,"2002",10,5
"2790",103305,"1997",11,5
"2791",103316,"2005",NA,NA
"2792",103318,"2004",NA,NA
"2793",103318,"2005",9,6
"2794",103318,"1997",2,1
"2795",103318,"2003",13,5
"2796",103318,"2002",45,16
"2797",103318,"2003",76,25
"2798",103318,"2002",68,24
"2799",103318,"1999",NA,NA
"2800",103318,"1998",NA,NA
"2801",103318,"2004",12,7
"2802",103319,"2002",93,33
"2803",103319,"2001",6,3
"2804",103319,"2002",NA,NA
"2805",103319,"2004",44,13
"2806",103319,"2000",1,0
"2807",103319,"2004",79,37
"2809",103319,"2006",25,14
"2810",103319,"2005",19,7
"2811",103319,"2003",53,18
"2812",103319,"2006",11,5
"2813",103319,"2003",25,11
"2814",103319,"2005",NA,NA
"2815",103325,"2004",NA,NA
"2816",103325,"2002",NA,NA
"2817",103325,"2006",NA,NA
"2818",103325,"2007",39,18
"2819",103325,"2006",53,15
"2820",103325,"2007",34,10
"2822",103325,"2003",NA,NA
"2823",103333,"2009",NA,NA
"2824",103333,"2010",12,1
"2825",103333,"2014",62,15
"2826",103333,"2020",17,2
"2830",103333,"2013",76,24
"2831",103333,"2008",NA,NA
"2832",103333,"2005",63,23
"2833",103333,"2000",NA,NA
"2834",103333,"2018",73,26
"2835",103333,"2020",5,2
"2836",103333,"2012",NA,NA
"2839",103333,"2016",134,45
"2841",103333,"2018",51,11
"2843",103333,"2015",69,16
"2844",103333,"2014",158,54
"2847",103333,"2013",23,5
"2851",103333,"2006",74,24
"2852",103333,"2021",10,2
"2853",103333,"2003",56,19
"2856",103333,"2017",63,27
"2857",103333,"2021",17,6
"2858",103333,"2011",83,32
"2864",103339,"2006",13,5
"2866",103339,"2004",1,0
"2870",103344,"2009",91,25
"2871",103344,"2012",5,4
"2875",103344,"2007",NA,NA
"2876",103344,"2001",NA,NA
"2877",103344,"2000",NA,NA
"2879",103344,"1996",3,2
"2880",103344,"1999",NA,NA
"2883",103344,"1997",11,7
"2884",103344,"2008",NA,NA
"2887",103344,"2010",210,82
"2889",103344,"2003",NA,NA
"2893",103344,"1996",4,1
"2894",103356,"2001",NA,NA
"2898",103356,"2002",NA,NA
"2899",103356,"2003",NA,NA
"2901",103356,"2001",220,121
"2912",103373,"2003",25,10
"2914",103373,"2009",24,9
"2927",103385,"2000",3,2
"2929",103387,"2001",NA,NA
"2930",103387,"2003",NA,NA
"2938",103387,"2000",NA,NA
"2940",103387,"2006",NA,NA
"2941",103393,"2011",4,2
"2943",103393,"2004",8,7
"2944",103393,"2005",2,1
"2945",103393,"2004",0,0
"2947",103393,"2009",NA,NA
"2954",103395,"2008",3,1
"2957",103395,"2008",9,5
"2959",103395,"2009",3,1
"2963",103395,"2004",NA,NA
"2964",103401,"2004",56,21
"2971",103401,"2011",40,16
"2972",103401,"2005",165,75
"2974",103401,"2006",NA,NA
"2980",103401,"2007",62,26
"2983",103401,"2005",NA,NA
"2989",103403,"2003",8,2
"2995",103403,"2004",NA,NA
"2996",103403,"2004",9,5
"2997",103403,"2005",5,3
"2999",103408,"2005",7,4
"3000",103408,"2006",1,0
"3001",103408,"2005",9,4
"3005",103408,"2004",9,5
"3007",103408,"2003",139,45
"3016",103420,"2002",31,10
"3019",103420,"1997",NA,NA
"3020",103420,"1998",9,4
"3021",103420,"1998",1,1
"3022",103420,"1999",27,15
"3032",103420,"2000",41,13
"3033",103420,"1999",3,2
"3038",103427,"2002",NA,NA
"3039",103427,"2004",NA,NA
"3041",103428,"2002",NA,NA
"3042",103428,"2004",NA,NA
"3046",103428,"2006",NA,NA
"3047",103428,"2012",96,36
"3048",103428,"2009",NA,NA
"3051",103428,"2005",281,124
"3058",103428,"2008",NA,NA
"3059",103428,"2007",NA,NA
"3062",103429,"2009",40,10
"3063",103429,"2003",40,22
"3064",103429,"2007",16,8
"3067",103429,"2009",12,8
"3068",103429,"2010",NA,NA
"3070",103429,"2003",32,12
"3071",103429,"2011",8,4
"3072",103429,"2007",NA,NA
"3073",103429,"2004",23,5
"3074",103429,"2005",48,20
"3075",103429,"2005",NA,NA
"3078",103435,"2004",14,3
"3082",103437,"2008",0,0
"3083",103444,"2002",40,10
"3084",103444,"2008",NA,NA
"3085",103444,"2000",6,3
"3086",103444,"2005",104,30
"3087",103444,"2006",40,15
"3092",103444,"2000",53,11
"3093",103444,"2002",85,43
"3094",103444,"2004",NA,NA
"3095",103444,"2009",10,5
"3098",103444,"2012",NA,NA
"3099",103444,"2001",34,13
"3100",103444,"2003",149,74
"3101",103444,"2001",18,10
"3102",103444,"1999",9,5
"3103",103444,"2005",103,41
"3106",103448,"2008",5,3
"3107",103448,"2008",1,0
"3114",103451,"2012",73,27
"3115",103451,"2012",66,29
"3118",103451,"2004",20,8
"3121",103451,"2006",110,29
"3122",103451,"2009",77,30
"3123",103451,"2005",94,50
"3124",103451,"2013",14,8
"3127",103451,"2001",15,4
"3129",103451,"2010",73,34
"3130",103451,"2004",33,22
"3131",103451,"2002",8,3
"3132",103451,"2008",10,2
"3133",103451,"2003",13,5
"3134",103451,"2011",15,9
"3135",103451,"2003",23,10
"3136",103451,"2013",22,2
"3137",103451,"2000",33,6
"3138",103451,"2008",40,13
"3139",103451,"2005",75,26
"3140",103454,"2005",NA,NA
"3141",103454,"1999",NA,NA
"3142",103454,"2008",63,20
"3143",103454,"2002",NA,NA
"3144",103454,"2009",NA,NA
"3145",103454,"2001",NA,NA
"3147",103454,"1998",NA,NA
"3149",103454,"2011",NA,NA
"3154",103454,"2008",NA,NA
"3155",103454,"1998",13,1
"3156",103454,"2007",NA,NA
"3157",103454,"2010",NA,NA
"3160",103454,"1996",NA,NA
"3161",103454,"2012",0,0
"3169",103465,"2005",2,0
"3171",103468,"2005",NA,NA
"3172",103468,"2005",20,9
"3173",103468,"2001",NA,NA
"3174",103468,"2004",NA,NA
"3175",103468,"2000",NA,NA
"3182",103470,"2005",9,3
"3184",103470,"2011",43,10
"3186",103470,"2010",14,6
"3187",103470,"2008",13,6
"3188",103470,"2004",11,1
"3189",103470,"2003",40,11
"3190",103470,"2009",59,18
"3191",103470,"2012",0,0
"3193",103470,"2009",75,40
"3194",103470,"2003",62,19
"3196",103472,"2006",NA,NA
"3197",103472,"1998",NA,NA
"3198",103472,"2008",NA,NA
"3200",103472,"2004",NA,NA
"3206",103484,"1999",14,4
"3207",103484,"1998",13,2
"3208",103484,"2001",82,41
"3211",103484,"2001",36,13
"3212",103484,"2009",NA,NA
"3222",103484,"2010",132,53
"3223",103484,"2004",57,17
"3224",103484,"2007",NA,NA
"3225",103484,"2013",83,35
"3230",103487,"2001",NA,NA
"3233",103487,"1998",2,0
"3235",103487,"2006",12,6
"3236",103487,"2007",14,7
"3237",103487,"2006",23,5
"3238",103487,"2007",NA,NA
"3240",103490,"2005",91,34
"3248",103490,"2007",15,5
"3249",103490,"2010",35,14
"3252",103490,"2008",64,22
"3253",103498,"2006",NA,NA
"3256",103498,"2001",NA,NA
"3258",103498,"2005",67,18
"3262",103498,"2005",NA,NA
"3263",103498,"2009",NA,NA
"3265",103498,"2009",125,41
"3267",103498,"1998",NA,NA
"3268",103498,"2007",NA,NA
"3273",103499,"2014",NA,NA
"3275",103499,"2000",NA,NA
"3286",103499,"2022",3,2
"3288",103499,"2010",NA,NA
"3296",103499,"2011",NA,NA
"3304",103504,"2006",NA,NA
"3305",103504,"2003",NA,NA
"3308",103504,"2004",NA,NA
"3312",103505,"2002",6,2
"3313",103505,"2003",NA,NA
"3315",103505,"2006",7,2
"3316",103505,"2005",NA,NA
"3318",103506,"2005",9,4
"3321",103506,"2008",52,20
"3326",103506,"2003",6,3
"3327",103506,"2006",23,9
"3328",103506,"2002",12,3
"3329",103506,"2004",29,11
"3330",103506,"2008",57,22
"3346",103507,"2009",NA,NA
"3353",103507,"2003",NA,NA
"3356",103510,"2005",NA,NA
"3366",103516,"2006",19,8
"3376",103521,"2004",2,0
"3381",103523,"2008",NA,NA
"3382",103523,"2012",NA,NA
"3383",103523,"2006",3,3
"3384",103523,"2009",NA,NA
"3387",103523,"2007",NA,NA
"3390",103525,"2011",NA,NA
"3391",103525,"2006",NA,NA
"3392",103525,"2010",NA,NA
"3393",103525,"2001",NA,NA
"3394",103525,"2004",NA,NA
"3395",103525,"2009",NA,NA
"3396",103525,"1999",NA,NA
"3397",103525,"2002",NA,NA
"3398",103525,"2003",NA,NA
"3399",103525,"1998",NA,NA
"3400",103525,"2007",NA,NA
"3401",103525,"2000",NA,NA
"3402",103525,"2008",NA,NA
"3403",103525,"2005",NA,NA
"3404",103529,"2002",NA,NA
"3405",103529,"2017",23,12
"3406",103529,"2007",17,2
"3407",103529,"2010",NA,NA
"3408",103529,"2018",2,2
"3409",103529,"2017",11,3
"3410",103529,"2007",26,9
"3411",103529,"2000",NA,NA
"3412",103529,"2009",NA,NA
"3413",103529,"2011",NA,NA
"3414",103529,"2022",4,1
"3415",103529,"2005",NA,NA
"3416",103529,"2020",9,2
"3417",103529,"2014",NA,NA
"3418",103529,"2004",NA,NA
"3419",103529,"2013",NA,NA
"3420",103529,"1998",NA,NA
"3422",103529,"2021",7,3
"3423",103529,"1999",NA,NA
"3424",103529,"2008",6,1
"3425",103529,"2006",NA,NA
"3426",103529,"2008",3,1
"3427",103529,"2001",NA,NA
"3428",103529,"2023",NA,NA
"3429",103529,"2003",NA,NA
"3430",103529,"2024",3,1
"3431",103529,"2015",NA,NA
"3432",103529,"2018",2,0
"3433",103530,"2003",23,8
"3434",103530,"2001",6,0
"3435",103530,"2003",15,6
"3436",103530,"2008",1,0
"3437",103530,"2007",9,3
"3438",103530,"2005",1,0
"3439",103530,"2004",3,1
"3440",103530,"2005",7,4
"3441",103530,"2006",30,9
"3442",103530,"2007",24,15
"3443",103531,"2011",NA,NA
"3444",103531,"2017",12,5
"3445",103531,"2012",NA,NA
"3446",103531,"2010",NA,NA
"3447",103534,"2008",57,15
"3448",103534,"2009",38,18
"3449",103534,"2008",50,22
"3450",103534,"2006",11,3
"3451",103534,"2005",NA,NA
"3452",103534,"2006",13,3
"3453",103534,"2009",103,28
"3454",103534,"2011",8,3
"3455",103534,"2012",21,15
"3456",103534,"2007",59,18
"3457",103534,"2005",3,1
"3458",103534,"2004",8,4
"3459",103534,"2007",93,43
"3460",103534,"2012",4,1
"3461",103534,"2004",6,1
"3463",103535,"2010",8,3
"3464",103535,"2008",32,14
"3465",103535,"2005",36,10
"3466",103535,"2003",15,4
"3467",103535,"2007",NA,NA
"3468",103535,"2009",7,4
"3469",103535,"2002",7,3
"3470",103535,"2006",32,7
"3471",103535,"2005",31,15
"3472",103535,"2004",127,55
"3473",103535,"2008",29,7
"3474",103535,"2004",95,23
"3475",103538,"2006",9,4
"3476",103538,"2006",4,1
"3477",103543,"2010",7,3
"3478",103543,"2008",29,5
"3479",103543,"2010",0,0
"3480",103543,"2008",27,7
"3481",103544,"2009",NA,NA
"3482",103544,"2003",18,10
"3483",103544,"2004",NA,NA
"3484",103544,"2000",NA,NA
"3485",103544,"2006",NA,NA
"3486",103544,"2003",NA,NA
"3487",103544,"2005",11,3
"3488",103544,"2007",NA,NA
"3489",103544,"2001",NA,NA
"3491",103553,"2008",17,3
"3492",103553,"2007",18,10
"3493",103553,"2007",27,8
"3494",103553,"2004",5,1
"3495",103553,"2001",10,3
"3496",103553,"2008",NA,NA
"3497",103559,"2005",5,4
"3498",103559,"2005",NA,NA
"3500",103565,"2015",41,14
"3501",103565,"2011",14,2
"3502",103565,"2004",9,5
"3503",103565,"2017",13,4
"3504",103565,"2004",16,5
"3505",103565,"2016",135,65
"3506",103565,"2010",83,45
"3507",103565,"2016",107,32
"3508",103565,"2018",12,5
"3509",103565,"2014",40,14
"3510",103565,"2014",60,26
"3513",103565,"2017",39,12
"3514",103565,"2015",7,4
"3515",103565,"2011",24,10
"3516",103565,"2018",11,6
"3517",103565,"2012",9,3
"3518",103565,"2013",14,3
"3519",103566,"2004",60,16
"3520",103566,"2008",NA,NA
"3521",103566,"2010",NA,NA
"3522",103566,"2003",28,6
"3523",103566,"2009",108,43
"3524",103566,"2005",61,32
"3525",103566,"2006",NA,NA
"3527",103566,"2006",31,17
"3528",103566,"2014",20,3
"3529",103566,"2009",46,9
"3530",103566,"2004",162,74
"3531",103566,"2000",62,24
"3532",103566,"2000",34,15
"3533",103566,"2011",128,54
"3534",103566,"2001",60,23
"3535",103566,"2011",NA,NA
"3537",103566,"2012",60,11
"3538",103566,"2012",86,33
"3546",103568,"2003",NA,NA
"3551",103568,"1997",NA,NA
"3552",103568,"1998",NA,NA
"3553",103573,"2006",13,9
"3554",103573,"2011",NA,NA
"3555",103573,"2004",25,12
"3566",103573,"2014",NA,NA
"3577",103580,"2011",NA,NA
"3582",103580,"2006",27,7
"3584",103580,"2008",NA,NA
"3599",103581,"2007",NA,NA
"3601",103581,"2006",NA,NA
"3602",103581,"2009",9,3
"3606",103582,"2013",26,10
"3616",103582,"2009",59,20
"3617",103582,"2005",5,2
"3629",103586,"2012",NA,NA
"3635",103590,"2000",NA,NA
"3636",103590,"2001",NA,NA
"3655",103594,"2005",39,10
"3658",103594,"2007",7,4
"3659",103594,"2005",20,13
"3662",103594,"2002",29,8
"3663",103594,"2006",78,24
"3664",103598,"2004",NA,NA
"3666",103598,"2005",86,26
"3667",103598,"2008",NA,NA
"3668",103598,"2013",120,51
"3669",103598,"2005",188,92
"3670",103598,"2002",112,36
"3671",103598,"2003",NA,NA
"3672",103598,"2009",NA,NA
"3673",103598,"1998",NA,NA
"3674",103598,"2007",19,10
"3675",103598,"2010",NA,NA
"3677",103598,"2000",55,21
"3678",103598,"2006",141,45
"3679",103598,"1999",NA,NA
"3680",103598,"2001",NA,NA
"3682",103598,"2003",185,86
"3683",103598,"1998",73,34
"3684",103598,"2002",NA,NA
"3686",103598,"2012",112,32
"3718",103602,"2010",38,10
"3725",103602,"2003",NA,NA
"3731",103607,"2005",NA,NA
"3732",103607,"2014",NA,NA
"3733",103607,"2016",71,27
